index,fname,label,real_int,real_str
4056.0,4056.png,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","1, 4, 8, 2","Trouser, Coat, Bag, Pullover"
4057.0,4057.png,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1]","9, 5, 6, 2","Ankle boot, Sandal, Shirt, Pullover"
4058.0,4058.png,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","3, 7, 7, 3","Dress, Sneaker, Sneaker, Dress"
4059.0,4059.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","9, 1, 8, 6","Ankle boot, Trouser, Bag, Shirt"
4060.0,4060.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","2, 7, 4, 7","Pullover, Sneaker, Coat, Sneaker"
4061.0,4061.png,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1]","4, 6, 2, 9","Coat, Shirt, Pullover, Ankle boot"
4062.0,4062.png,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","5, 1, 6, 5","Sandal, Trouser, Shirt, Sandal"
4063.0,4063.png,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","8, 8, 1, 9","Bag, Bag, Trouser, Ankle boot"
4064.0,4064.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","2, 6, 2, 7","Pullover, Shirt, Pullover, Sneaker"
4065.0,4065.png,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","8, 0, 6, 7","Bag, T-shirt/top, Shirt, Sneaker"
4066.0,4066.png,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","6, 2, 2, 0","Shirt, Pullover, Pullover, T-shirt/top"
4067.0,4067.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","1, 9, 7, 4","Trouser, Ankle boot, Sneaker, Coat"
4068.0,4068.png,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","5, 1, 0, 8","Sandal, Trouser, T-shirt/top, Bag"
4069.0,4069.png,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","6, 3, 1, 4","Shirt, Dress, Trouser, Coat"
4070.0,4070.png,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","0, 7, 8, 1","T-shirt/top, Sneaker, Bag, Trouser"
4071.0,4071.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]","9, 3, 8, 5","Ankle boot, Dress, Bag, Sandal"
4072.0,4072.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]","9, 9, 5, 3","Ankle boot, Ankle boot, Sandal, Dress"
4073.0,4073.png,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","5, 8, 5, 9","Sandal, Bag, Sandal, Ankle boot"
4074.0,4074.png,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","1, 2, 7, 0","Trouser, Pullover, Sneaker, T-shirt/top"
4075.0,4075.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","5, 1, 9, 5","Sandal, Trouser, Ankle boot, Sandal"
4076.0,4076.png,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","7, 0, 7, 9","Sneaker, T-shirt/top, Sneaker, Ankle boot"
4077.0,4077.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","1, 9, 6, 6","Trouser, Ankle boot, Shirt, Shirt"
4078.0,4078.png,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","8, 1, 6, 5","Bag, Trouser, Shirt, Sandal"
4079.0,4079.png,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 0]","4, 3, 8, 2","Coat, Dress, Bag, Pullover"
4080.0,4080.png,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","7, 0, 5, 2","Sneaker, T-shirt/top, Sandal, Pullover"
4081.0,4081.png,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","8, 0, 0, 2","Bag, T-shirt/top, T-shirt/top, Pullover"
4082.0,4082.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","6, 2, 7, 2","Shirt, Pullover, Sneaker, Pullover"
4083.0,4083.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","5, 1, 9, 2","Sandal, Trouser, Ankle boot, Pullover"
4084.0,4084.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","5, 1, 9, 2","Sandal, Trouser, Ankle boot, Pullover"
4085.0,4085.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","7, 2, 2, 8","Sneaker, Pullover, Pullover, Bag"
4086.0,4086.png,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","2, 5, 6, 6","Pullover, Sandal, Shirt, Shirt"
4087.0,4087.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","9, 6, 5, 8","Ankle boot, Shirt, Sandal, Bag"
4088.0,4088.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","7, 8, 5, 5","Sneaker, Bag, Sandal, Sandal"
4089.0,4089.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","7, 7, 6, 1","Sneaker, Sneaker, Shirt, Trouser"
4090.0,4090.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","8, 7, 9, 8","Bag, Sneaker, Ankle boot, Bag"
4091.0,4091.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","6, 5, 9, 8","Shirt, Sandal, Ankle boot, Bag"
4092.0,4092.png,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","6, 8, 1, 0","Shirt, Bag, Trouser, T-shirt/top"
4093.0,4093.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","5, 7, 0, 5","Sandal, Sneaker, T-shirt/top, Sandal"
4094.0,4094.png,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","2, 5, 2, 5","Pullover, Sandal, Pullover, Sandal"
4095.0,4095.png,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","7, 6, 1, 8","Sneaker, Shirt, Trouser, Bag"
4096.0,4096.png,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0]","8, 7, 1, 4","Bag, Sneaker, Trouser, Coat"
4097.0,4097.png,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","1, 9, 3, 0","Trouser, Ankle boot, Dress, T-shirt/top"
4098.0,4098.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","1, 5, 5, 8","Trouser, Sandal, Sandal, Bag"
4099.0,4099.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","1, 2, 9, 6","Trouser, Pullover, Ankle boot, Shirt"
4100.0,4100.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","5, 5, 5, 7","Sandal, Sandal, Sandal, Sneaker"
4101.0,4101.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","9, 6, 9, 1","Ankle boot, Shirt, Ankle boot, Trouser"
4102.0,4102.png,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","9, 8, 8, 1","Ankle boot, Bag, Bag, Trouser"
4103.0,4103.png,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","4, 5, 2, 4","Coat, Sandal, Pullover, Coat"
4104.0,4104.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","3, 0, 3, 5","Dress, T-shirt/top, Dress, Sandal"
4105.0,4105.png,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","0, 7, 2, 4","T-shirt/top, Sneaker, Pullover, Coat"
4106.0,4106.png,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","2, 0, 7, 4","Pullover, T-shirt/top, Sneaker, Coat"
4107.0,4107.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","4, 7, 2, 2","Coat, Sneaker, Pullover, Pullover"
4108.0,4108.png,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","1, 9, 8, 8","Trouser, Ankle boot, Bag, Bag"
4109.0,4109.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","4, 9, 5, 1","Coat, Ankle boot, Sandal, Trouser"
4110.0,4110.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]","8, 6, 3, 8","Bag, Shirt, Dress, Bag"
4111.0,4111.png,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","4, 0, 2, 4","Coat, T-shirt/top, Pullover, Coat"
4112.0,4112.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","7, 0, 5, 5","Sneaker, T-shirt/top, Sandal, Sandal"
4113.0,4113.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","0, 6, 8, 5","T-shirt/top, Shirt, Bag, Sandal"
4114.0,4114.png,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]","9, 8, 5, 4","Ankle boot, Bag, Sandal, Coat"
4115.0,4115.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","9, 9, 1, 1","Ankle boot, Ankle boot, Trouser, Trouser"
4116.0,4116.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","2, 2, 4, 8","Pullover, Pullover, Coat, Bag"
4117.0,4117.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","4, 3, 0, 4","Coat, Dress, T-shirt/top, Coat"
4118.0,4118.png,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","4, 3, 7, 9","Coat, Dress, Sneaker, Ankle boot"
4119.0,4119.png,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","7, 5, 3, 0","Sneaker, Sandal, Dress, T-shirt/top"
4120.0,4120.png,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","6, 8, 0, 4","Shirt, Bag, T-shirt/top, Coat"
4121.0,4121.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","0, 6, 3, 6","T-shirt/top, Shirt, Dress, Shirt"
4122.0,4122.png,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]","7, 1, 3, 9","Sneaker, Trouser, Dress, Ankle boot"
4123.0,4123.png,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1]","9, 6, 3, 1","Ankle boot, Shirt, Dress, Trouser"
4124.0,4124.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]","9, 4, 3, 4","Ankle boot, Coat, Dress, Coat"
4125.0,4125.png,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","7, 0, 3, 7","Sneaker, T-shirt/top, Dress, Sneaker"
4126.0,4126.png,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","2, 0, 9, 7","Pullover, T-shirt/top, Ankle boot, Sneaker"
4127.0,4127.png,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","8, 4, 3, 5","Bag, Coat, Dress, Sandal"
4128.0,4128.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","8, 8, 8, 0","Bag, Bag, Bag, T-shirt/top"
4129.0,4129.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","5, 6, 0, 9","Sandal, Shirt, T-shirt/top, Ankle boot"
4130.0,4130.png,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]","7, 0, 1, 6","Sneaker, T-shirt/top, Trouser, Shirt"
4131.0,4131.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]","9, 4, 6, 5","Ankle boot, Coat, Shirt, Sandal"
4132.0,4132.png,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]","1, 7, 6, 0","Trouser, Sneaker, Shirt, T-shirt/top"
4133.0,4133.png,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]","3, 7, 8, 0","Dress, Sneaker, Bag, T-shirt/top"
4134.0,4134.png,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","7, 6, 8, 3","Sneaker, Shirt, Bag, Dress"
4135.0,4135.png,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","4, 8, 6, 4","Coat, Bag, Shirt, Coat"
4136.0,4136.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","2, 0, 7, 6","Pullover, T-shirt/top, Sneaker, Shirt"
4137.0,4137.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]","4, 6, 9, 1","Coat, Shirt, Ankle boot, Trouser"
4138.0,4138.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","8, 7, 8, 8","Bag, Sneaker, Bag, Bag"
4139.0,4139.png,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","6, 3, 0, 1","Shirt, Dress, T-shirt/top, Trouser"
4140.0,4140.png,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","3, 1, 0, 0","Dress, Trouser, T-shirt/top, T-shirt/top"
4141.0,4141.png,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","5, 0, 4, 7","Sandal, T-shirt/top, Coat, Sneaker"
4142.0,4142.png,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","5, 8, 2, 8","Sandal, Bag, Pullover, Bag"
4143.0,4143.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","6, 3, 4, 3","Shirt, Dress, Coat, Dress"
4144.0,4144.png,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]","7, 3, 9, 2","Sneaker, Dress, Ankle boot, Pullover"
4145.0,4145.png,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","7, 3, 4, 6","Sneaker, Dress, Coat, Shirt"
4146.0,4146.png,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","1, 4, 2, 0","Trouser, Coat, Pullover, T-shirt/top"
4147.0,4147.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","8, 7, 6, 7","Bag, Sneaker, Shirt, Sneaker"
4148.0,4148.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","6, 5, 5, 8","Shirt, Sandal, Sandal, Bag"
4149.0,4149.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","9, 4, 0, 4","Ankle boot, Coat, T-shirt/top, Coat"
4150.0,4150.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","1, 1, 9, 6","Trouser, Trouser, Ankle boot, Shirt"
4151.0,4151.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","9, 1, 9, 4","Ankle boot, Trouser, Ankle boot, Coat"
4152.0,4152.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","2, 0, 0, 2","Pullover, T-shirt/top, T-shirt/top, Pullover"
4153.0,4153.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","9, 2, 8, 9","Ankle boot, Pullover, Bag, Ankle boot"
4154.0,4154.png,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","1, 0, 7, 5","Trouser, T-shirt/top, Sneaker, Sandal"
4155.0,4155.png,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]","9, 3, 9, 6","Ankle boot, Dress, Ankle boot, Shirt"
4156.0,4156.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","0, 7, 2, 6","T-shirt/top, Sneaker, Pullover, Shirt"
4157.0,4157.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","4, 5, 4, 0","Coat, Sandal, Coat, T-shirt/top"
4158.0,4158.png,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","4, 8, 8, 3","Coat, Bag, Bag, Dress"
4159.0,4159.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","6, 5, 5, 4","Shirt, Sandal, Sandal, Coat"
4160.0,4160.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","8, 8, 7, 3","Bag, Bag, Sneaker, Dress"
4161.0,4161.png,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","8, 1, 5, 2","Bag, Trouser, Sandal, Pullover"
4162.0,4162.png,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","2, 7, 0, 0","Pullover, Sneaker, T-shirt/top, T-shirt/top"
4163.0,4163.png,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","2, 3, 2, 8","Pullover, Dress, Pullover, Bag"
4164.0,4164.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","4, 6, 3, 4","Coat, Shirt, Dress, Coat"
4165.0,4165.png,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","0, 5, 1, 8","T-shirt/top, Sandal, Trouser, Bag"
4166.0,4166.png,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","8, 6, 1, 2","Bag, Shirt, Trouser, Pullover"
4167.0,4167.png,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","4, 9, 3, 5","Coat, Ankle boot, Dress, Sandal"
4168.0,4168.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","3, 3, 9, 3","Dress, Dress, Ankle boot, Dress"
4169.0,4169.png,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","8, 4, 1, 2","Bag, Coat, Trouser, Pullover"
4170.0,4170.png,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","5, 5, 2, 5","Sandal, Sandal, Pullover, Sandal"
4171.0,4171.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","9, 7, 5, 3","Ankle boot, Sneaker, Sandal, Dress"
4172.0,4172.png,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","5, 5, 2, 6","Sandal, Sandal, Pullover, Shirt"
4173.0,4173.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","2, 9, 4, 7","Pullover, Ankle boot, Coat, Sneaker"
4174.0,4174.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","6, 8, 7, 6","Shirt, Bag, Sneaker, Shirt"
4175.0,4175.png,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","2, 5, 4, 8","Pullover, Sandal, Coat, Bag"
4176.0,4176.png,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1]","1, 2, 8, 9","Trouser, Pullover, Bag, Ankle boot"
4177.0,4177.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","0, 5, 7, 5","T-shirt/top, Sandal, Sneaker, Sandal"
4178.0,4178.png,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","4, 7, 8, 4","Coat, Sneaker, Bag, Coat"
4179.0,4179.png,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","1, 2, 1, 2","Trouser, Pullover, Trouser, Pullover"
4180.0,4180.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","7, 7, 8, 2","Sneaker, Sneaker, Bag, Pullover"
4181.0,4181.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","2, 0, 9, 0","Pullover, T-shirt/top, Ankle boot, T-shirt/top"
4182.0,4182.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","5, 6, 7, 6","Sandal, Shirt, Sneaker, Shirt"
4183.0,4183.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1]","1, 9, 6, 7","Trouser, Ankle boot, Shirt, Sneaker"
4184.0,4184.png,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","5, 4, 7, 6","Sandal, Coat, Sneaker, Shirt"
4185.0,4185.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]","9, 3, 4, 4","Ankle boot, Dress, Coat, Coat"
4186.0,4186.png,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","1, 6, 1, 0","Trouser, Shirt, Trouser, T-shirt/top"
4187.0,4187.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","1, 9, 4, 7","Trouser, Ankle boot, Coat, Sneaker"
4188.0,4188.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","1, 7, 7, 0","Trouser, Sneaker, Sneaker, T-shirt/top"
4189.0,4189.png,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]","8, 7, 2, 4","Bag, Sneaker, Pullover, Coat"
4190.0,4190.png,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","1, 0, 3, 1","Trouser, T-shirt/top, Dress, Trouser"
4191.0,4191.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 3, 5, 3","Sandal, Dress, Sandal, Dress"
4192.0,4192.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","3, 9, 7, 5","Dress, Ankle boot, Sneaker, Sandal"
4193.0,4193.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","9, 4, 8, 0","Ankle boot, Coat, Bag, T-shirt/top"
4194.0,4194.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","7, 1, 1, 4","Sneaker, Trouser, Trouser, Coat"
4195.0,4195.png,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","0, 9, 1, 1","T-shirt/top, Ankle boot, Trouser, Trouser"
4196.0,4196.png,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","2, 6, 7, 8","Pullover, Shirt, Sneaker, Bag"
4197.0,4197.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","7, 1, 7, 7","Sneaker, Trouser, Sneaker, Sneaker"
4198.0,4198.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","8, 8, 0, 0","Bag, Bag, T-shirt/top, T-shirt/top"
4199.0,4199.png,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","7, 7, 3, 9","Sneaker, Sneaker, Dress, Ankle boot"
4200.0,4200.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","1, 4, 4, 7","Trouser, Coat, Coat, Sneaker"
4201.0,4201.png,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","5, 8, 2, 1","Sandal, Bag, Pullover, Trouser"
4202.0,4202.png,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","7, 2, 5, 5","Sneaker, Pullover, Sandal, Sandal"
4203.0,4203.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","6, 3, 6, 0","Shirt, Dress, Shirt, T-shirt/top"
4204.0,4204.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","0, 4, 3, 0","T-shirt/top, Coat, Dress, T-shirt/top"
4205.0,4205.png,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","7, 2, 7, 7","Sneaker, Pullover, Sneaker, Sneaker"
4206.0,4206.png,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","0, 6, 6, 0","T-shirt/top, Shirt, Shirt, T-shirt/top"
4207.0,4207.png,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","6, 7, 2, 1","Shirt, Sneaker, Pullover, Trouser"
4208.0,4208.png,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","7, 1, 2, 0","Sneaker, Trouser, Pullover, T-shirt/top"
4209.0,4209.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","4, 2, 4, 8","Coat, Pullover, Coat, Bag"
4210.0,4210.png,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","4, 8, 9, 1","Coat, Bag, Ankle boot, Trouser"
4211.0,4211.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","7, 7, 5, 3","Sneaker, Sneaker, Sandal, Dress"
4212.0,4212.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","8, 1, 7, 7","Bag, Trouser, Sneaker, Sneaker"
4213.0,4213.png,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]","5, 8, 3, 1","Sandal, Bag, Dress, Trouser"
4214.0,4214.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","9, 9, 8, 7","Ankle boot, Ankle boot, Bag, Sneaker"
4215.0,4215.png,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","5, 4, 8, 2","Sandal, Coat, Bag, Pullover"
4216.0,4216.png,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","8, 2, 0, 8","Bag, Pullover, T-shirt/top, Bag"
4217.0,4217.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","4, 9, 4, 8","Coat, Ankle boot, Coat, Bag"
4218.0,4218.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","9, 9, 0, 9","Ankle boot, Ankle boot, T-shirt/top, Ankle boot"
4219.0,4219.png,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]","2, 2, 5, 9","Pullover, Pullover, Sandal, Ankle boot"
4220.0,4220.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","9, 3, 0, 6","Ankle boot, Dress, T-shirt/top, Shirt"
4221.0,4221.png,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","5, 4, 6, 0","Sandal, Coat, Shirt, T-shirt/top"
4222.0,4222.png,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","2, 2, 9, 6","Pullover, Pullover, Ankle boot, Shirt"
4223.0,4223.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","7, 2, 8, 7","Sneaker, Pullover, Bag, Sneaker"
4224.0,4224.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","1, 5, 2, 1","Trouser, Sandal, Pullover, Trouser"
4225.0,4225.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","9, 4, 0, 3","Ankle boot, Coat, T-shirt/top, Dress"
4226.0,4226.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","9, 0, 7, 5","Ankle boot, T-shirt/top, Sneaker, Sandal"
4227.0,4227.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 7","Sneaker, Trouser, Bag, Sneaker"
4228.0,4228.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","9, 8, 6, 3","Ankle boot, Bag, Shirt, Dress"
4229.0,4229.png,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","1, 2, 0, 5","Trouser, Pullover, T-shirt/top, Sandal"
4230.0,4230.png,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","0, 4, 5, 8","T-shirt/top, Coat, Sandal, Bag"
4231.0,4231.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","2, 9, 6, 1","Pullover, Ankle boot, Shirt, Trouser"
4232.0,4232.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","5, 4, 6, 8","Sandal, Coat, Shirt, Bag"
4233.0,4233.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","1, 4, 5, 9","Trouser, Coat, Sandal, Ankle boot"
4234.0,4234.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","7, 4, 9, 2","Sneaker, Coat, Ankle boot, Pullover"
4235.0,4235.png,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]","5, 7, 6, 0","Sandal, Sneaker, Shirt, T-shirt/top"
4236.0,4236.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]","0, 5, 9, 1","T-shirt/top, Sandal, Ankle boot, Trouser"
4237.0,4237.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","4, 1, 9, 5","Coat, Trouser, Ankle boot, Sandal"
4238.0,4238.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","3, 0, 3, 3","Dress, T-shirt/top, Dress, Dress"
4239.0,4239.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","5, 6, 7, 1","Sandal, Shirt, Sneaker, Trouser"
4240.0,4240.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","4, 8, 8, 9","Coat, Bag, Bag, Ankle boot"
